code,name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
EST,Estonia,5009758611.67,4784154516.12,3986615193.95,3859654597.86,3964933826.45,4353053090.87,4728686725.96,5051702326.92,5598168503.38,5705472609.73,5675782344.97,6240081240.35,7324477178.87,9845350163.10,12031313315.76,13903289149.54,16604835552.70,21383914640.55,23517187207.78,19083960202.54,18673908194.08,..
MWI,Malawi,1880785391.19,2203538071.03,1799527046.09,2070646319.84,1181801219.65,1397457933.81,2281034088.69,2663348222.11,1750585419.50,1775921700.01,1743506520.29,1716502772.12,2665159241.85,2424655975.58,2625187646.93,2755429810.91,3116942711.16,3458333168.70,4074143554.30,4727486010.93,5106263006.66,..
ESP,Spain,520968164871.04,560395839551.64,612583910450.19,509818861681.27,515146428393.99,596750733920.47,622428740312.62,572637500000.00,600838623454.73,617879821010.02,580673484429.70,609107829977.63,686246941464.33,883667042889.39,1044299168699.91,1130169626423.92,1234767751251.03,1441941152800.70,1593912183689.16,1464088697118.68,1407405298013.25,..
IRQ,Iraq,..,..,..,..,..,..,..,10113863358.26,10468730246.91,17942362576.06,25857106735.75,18936094867.81,18969591211.04,..,25755086058.75,31316963994.57,45080072236.61,56989916307.99,86530068728.52,65192699145.30,82150312820.51,..
SLV,El Salvador,4800907894.74,5310996633.42,5954671445.64,6937988505.75,8085554285.71,9500491428.57,10315542857.14,11134716450.10,12008418171.43,12464655104.00,13134147768.00,13812744074.38,14306700000.00,15046700000.00,15798300000.00,17070200000.00,18653600000.00,20376700000.00,22106800000.00,21100500000.00,21795720978.91,..
MLI,Mali,2421179436.35,2422848180.89,2846471287.80,2677991265.83,1762717928.74,2466152468.31,2619098932.87,2475182970.21,2596836146.95,2570426031.06,2422469641.47,2629733711.67,3342815644.19,4362442242.56,4874185884.19,5305318991.42,5866095675.49,7146284975.07,8738080882.52,8964687644.28,9251388616.88,..
IRL,Ireland,47852276158.47,48319942438.95,54270256540.84,50872394991.30,55414618700.75,67101825431.82,74057237196.32,81180205000.00,88007645411.01,96292879615.38,96754681824.21,104819388536.91,122777745866.74,158022711467.27,185436542613.60,201852365461.62,222473595430.42,259189260141.14,263652850517.45,221778533696.93,203892188349.67,..
IRN,Iran Islamic Rep.,116035029649.10,..,..,60088309490.62,67128216022.67,90829495171.44,110573439131.01,105298720965.10,102661888397.34,104656040167.70,101286514977.46,115438386681.93,116420833373.68,135409681532.11,163226579221.10,192014940324.05,222880533511.29,286057933325.52,338187289004.76,331014973186.14,..,..
ABW,Aruba,..,872067021.91,958659238.28,1083240282.27,1245810153.89,1320670419.17,1379888369.04,1531843679.53,1665363128.18,1722905064.60,1858659293.19,1898882757.74,1911173189.28,..,..,..,..,..,..,..,..,..
PNG,Papua New Guinea,3219730365.00,3787352286.67,4377984100.00,4974662910.00,5502648500.00,4636113480.00,5155485419.70,4936605080.00,3789428160.00,3477060138.33,3521348154.80,3081029665.98,2999542369.42,3536459119.88,3927114456.84,4901584516.13,5598700444.44,6329292929.29,8010370370.37,7914594202.90,9480047958.81,..
PAN,Panama,5313200000.00,5842300000.00,6641400000.00,7252700000.00,7733900000.00,7906100000.00,9322100000.00,10084000000.00,10932500000.00,11456300000.00,11620500000.00,11807500000.00,12272400000.00,12933200000.00,14179300000.00,15464700000.00,17137000000.00,19794000000.00,23001600000.00,24080100000.00,26777100000.00,..
SDN,Sudan,12408648108.32,11379222223.35,7031931224.00,8881004944.19,12793795322.42,13830459816.29,9018315170.69,11681198236.14,11250216339.07,10682045000.35,12366140065.80,13362328043.01,14975626178.22,17780302166.59,21684761535.48,27386699507.39,36393186003.68,46533234126.98,58032057416.27,54633362293.66,62045783132.53,..
SLB,Solomon Islands,302515026.89,320355090.61,378778047.20,410923236.19,464756638.51,519334096.71,565163750.56,567919502.81,471177008.06,482214092.31,435101217.23,400464593.03,341663053.75,332736306.54,375109694.53,413909879.28,456735444.87,586218381.04,645796657.50,601299089.75,678625481.686752,..
NZL,New Zealand,44503568893.80,41820222974.34,40744409331.14,45827934439.47,54263384779.29,62795370403.83,68870620813.10,64924816049.93,55199814253.38,57698043178.16,51599748517.98,52872980328.14,65463945931.29,86737675644.31,102210381042.02,110977590642.06,110562659390.36,138317139637.25,117816546666.67,126679321011.80,..,..
MCO,Monaco,2481316053.85,2480497547.85,2737066955.91,2574439973.17,2720297738.94,3130270918.79,3137848783.08,2840182191.77,2934578788.86,2906009307.67,2647883820.19,2671401082.76,2905973022.17,3588988600.70,4110348444.49,4280072625.98,4663488363.10,5974371695.95,6581080163.11,6108770905.81,..,..
JPN,Japan,3058038227118.12,3484769502927.47,3796114212803.18,4350012320387.63,4778992405667.67,5264380244015.50,4642544385824.12,4261842006299.65,3857027943100.85,4368734790196.90,4667448302100.39,4095484283985.13,3918335087887.20,4229096852937.24,4605920900612.79,4552200185087.74,4362589532154.19,4377943849041.22,4879861453767.94,5032982758381.15,5497812568085.79,..
KGZ,Kyrgyz Republic,2674000000.00,2570833333.33,2316562400.00,2028295454.55,1681006993.01,1661018518.52,1827570586.17,1767864035.72,1645963749.83,1249062025.14,1369691955.02,1525113501.11,1605640633.42,1919012780.97,2211535311.63,2459876151.93,2834168889.42,3802566170.82,5139957784.91,4690031791.61,4616156122.18,..
UGA,Uganda,4304399516.08,3321729207.86,2857457785.71,3220439178.15,3990430537.18,5755818793.11,6044585326.94,6269333313.17,6584815846.53,5998563257.95,6193246632.33,5840503702.94,6178563467.09,6336696289.00,7940362663.20,9237336678.03,9977209198.94,11916019462.51,14440830267.25,15803499656.86,17010765766.70,..
NCL,New Caledonia,2529310103.84,2653781596.46,2923764926.40,3070161471.04,3038727617.04,3628440274.67,3606968433.93,3291489840.57,3158806480.26,3056999988.09,2682347064.36,..,..,..,..,..,..,..,..,..,..,..
ARE,United Arab Emirates,33653227968.30,33919640389.98,35412694052.55,35745300971.57,38268046815.04,42806864571.43,47993462223.62,51209479652.59,48500477900.04,55193466518.73,70591424755.71,68676925038.66,75284685608.63,88578899739.22,103784073761.03,132999867652.07,163296124473.91,207569781286.57,261347863149.49,230251878598.88,..,..
ARG,Argentina,141352368714.69,189719989668.10,228779382768.15,236753563469.87,257439956992.00,258031878144.00,272149757952.00,292858888192.00,298948362240.00,283523022848.00,284203745280.00,268696715264.00,102040334258.58,129597103033.81,153129481873.14,183193408940.74,214066231199.56,260768703249.43,326676673164.78,307081774895.42,368711957357.53,..
BHS,Bahamas The,3166000000.00,3111160000.00,3109000000.00,3092000000.00,3259000000.00,3429000000.00,3609000000.00,4204761925.22,4714138318.85,5150088040.19,5528200494.70,5658890129.36,5912310096.17,5942440639.84,6031700548.47,6508774909.11,6875630000.00,7233960000.00,7297903886.00,7077192101.00,7538000000,..
BHR,Bahrain,4229787378.87,4616223477.21,4751063992.47,5200266050.40,5567553552.34,5849468115.19,6101861655.74,6349202600.38,6183941092.32,6621186419.42,7970690894.22,7928934209.58,8491183200.55,9747599583.42,11235671061.44,13460198289.70,15854942950.61,18473097688.77,21902892583.96,20594899945.74,..,..
ARM,Armenia,2256838858.43,2068526521.90,1272577521.77,1201313196.46,1315158670.48,1468317350.02,1596968913.19,1639492424.38,1893726437.36,1845482181.49,1911563665.39,2118467913.38,2376335048.40,2807061008.69,3576615240.42,4900436758.50,6384457744.45,9206277478.95,11662017844.89,8541111814.58,9264794733.18,..
NRU,Nauru,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CUB,Cuba,28645093043.88,24317592011.30,22085593356.76,22366986629.73,28447985651.35,30428273413.50,25017000000.00,25364500000.00,25736700000.00,28364900000.00,30565800000.00,31682300000.00,33590500000.00,35901100000.00,38203400000.00,42643600000.00,52742700000.00,58603800000.00,62704800000.00,..,..,..
